Valår,Kod,Kommun,Styre,M,C,L/FP,KD,S,V,MP,SD,ÖP
2018,2132,Nordanstigs kommun,BL,,C,,,S,,,,ÖP
2018,2161,Ljusdals kommun,BL,,,L,,S,,MP,,
2018,2180,Gävle kommun,BL,,C,L,,S,,MP,,
2018,2181,Sandvikens kommun,BL,,C,L,,S,,,,
2018,2182,Söderhamns kommun,B,M,C,L,KD,,,,,
2018,2183,Bollnäs kommun,BL,M,,,,S,,MP,,ÖP
2018,2184,Hudiksvalls kommun,BL,M,,,,S,,MP,,
2018,2260,Ånge kommun,V,,,,,S,V,,,
2018,2262,Timrå kommun,V,,,,,S,V,,,
2018,2280,Härnösands kommun,BL,,,,KD,S,V,MP,,
2018,2281,Sundsvalls kommun,BL,,C,,,S,V,,,
2018,2282,Kramfors kommun,V,,,,,S,V,,,
2018,2283,Sollefteå kommun,BL,,C,,,,V,,,ÖP
2018,2284,Örnsköldsviks kommun,V,,,,,S,,,,
2018,2303,Ragunda kommun,B,,C,,KD,,,,,ÖP
2018,2305,Bräcke kommun,BL,M,,,,S,V,,,
2018,2309,Krokoms kommun,B,M,C,,KD,,,MP,,
2018,2313,Strömsunds kommun,V,,,,,S,V,,,
2018,2321,Åre kommun,B,,C,,KD,,,,,ÖP
2018,2326,Bergs kommun,BL,,C,,,S,,,,
2018,2361,Härjedalens kommun,BL,M,C,,,S,,,,
2018,2380,Östersunds kommun,B,M,C,L,KD,,,,,
2018,2401,Nordmalings kommun,B,M,C,,KD,,,,,
2018,2403,Bjurholms kommun,B,M,C,L,KD,,,,,
2018,2404,Vindelns kommun,BL,,,,KD,S,V,,,
2018,2409,Robertsfors kommun,V,,,,,S,V,,,
2018,2417,Norsjö kommun,V,,,,,S,V,,,
2018,2418,Malå kommun,V,,,,,S,V,,,
2018,2421,Storumans kommun,B,M,C,L,KD,,,,,
2018,2422,Sorsele kommun,BL,,C,,,,V,,,
2018,2425,Dorotea kommun,BL,,C,L,KD,S,V,,,
2018,2460,Vännäs kommun,BL,M,,,,S,V,MP,,
2018,2462,Vilhelmina kommun,B,M,C,,KD,,,,,ÖP
2018,2463,Åsele kommun,V,,,,,S,,,,ÖP
2018,2480,Umeå kommun,V,,,,,S,,,,
2018,2481,Lycksele kommun,B,M,C,L,KD,,,,,
2018,2482,Skellefteå kommun,V,,,,,S,V,,,
2018,2505,Arvidsjaurs kommun,V,,,,,S,V,,,
2018,2506,Arjeplogs kommun,V,,,,,S,,,,
2018,2510,Jokkmokks kommun,V,,,,,S,V,,,
2018,2513,Överkalix kommun,V,,,,,S,,,,
2018,2514,Kalix kommun,V,,,,,S,V,MP,,
2018,2518,Övertorneå kommun,BL,,C,,KD,,V,,,ÖP
2018,2521,Pajala kommun,BL,,,,KD,S,,,,ÖP
2018,2523,Gällivare kommun,V,,,,,S,V,MP,,
2018,2560,Älvsbyns kommun,V,,,,,S,,,,
2018,2580,Luleå kommun,V,,,,,S,,,,
2018,2581,Piteå kommun,V,,,,,S,V,MP,,
2018,2582,Bodens kommun,BL,,C,,,S,,MP,,ÖP
2018,2583,Haparanda stad,B,M,C,,KD,,,,,ÖP
2018,2584,Kiruna kommun,B,M,C,,KD,,,,,ÖP
2022,114,Upplands Väsby kommun,BL,,,L,,S,,,,ÖP
2022,115,Vallentuna kommun,A,M,C,L,KD,,,,,
2022,117,Österåkers kommun,A,M,C,L,KD,,,,,
2022,120,Värmdö kommun,BL,,C,L,,S,,MP,,
2022,123,Järfälla kommun,BL,,C,,,S,,,,
2022,125,Ekerö kommun,A,M,C,L,KD,,,,,
2022,126,Huddinge kommun,BL,,C,,,S,,MP,,ÖP
2022,127,Botkyrka kommun,BL,,C,L,KD,S,,MP,,
2022,128,Salems kommun,A,M,C,L,KD,,,,,
2022,136,Haninge kommun,A,M,,L,KD,,,,,
2022,138,Tyresö kommun,BL,,,L,,S,,MP,,
2022,139,Upplands-Bro kommun,A,M,C,L,KD,,,,,
2022,140,Nykvarns kommun,BL,,C,,,S,,MP,,ÖP
2022,160,Täby kommun,A,M,C,L,KD,,,,,
2022,162,Danderyds kommun,A,M,,L,KD,,,,,
2022,163,Sollentuna kommun,A,M,C,L,KD,,,,,
2022,180,Stockholms stad,V,,,,,S,V,MP,,
2022,181,Södertälje kommun,BL,M,,,,S,,MP,,
2022,182,Nacka kommun,A,M,C,L,KD,,,,,
2022,183,Sundbybergs stad,BL,,C,,,S,V,MP,,
2022,184,Solna stad,BL,,C,,,S,V,MP,,
2022,186,Lidingö stad,A,M,,,,,,,,ÖP
2022,187,Vaxholms stad,BL,M,,L,KD,S,V,,,
2022,188,Norrtälje kommun,B,M,,L,KD,,,,SD,
2022,191,Sigtuna kommun,A,M,C,L,KD,,,,,ÖP
2022,192,Nynäshamns kommun,A,M,C,L,KD,,,,,
2022,305,Håbo kommun,A,M,C,,KD,,,,,
2022,319,Älvkarleby kommun,BL,,C,,,S,V,MP,,ÖP
2022,330,Knivsta kommun,B,,,,KD,,,,SD,ÖP
2022,331,Heby kommun,BL,,C,,,S,V,MP,,
2022,360,Tierps kommun,A,M,C,L,KD,,,,,
2022,380,Uppsala kommun,V,,,,,S,V,MP,,
2022,381,Enköpings kommun,BL,M,C,L,KD,,,MP,,ÖP
2022,382,Östhammars kommun,B,M,,,KD,,,,SD,ÖP
2022,428,Vingåkers kommun,A,M,C,,KD,,,,,
2022,461,Gnesta kommun,BL,M,,,,S,,,,
2022,480,Nyköpings kommun,BL,M,,,,S,,,,
2022,481,Oxelösunds kommun,B,M,,L,KD,,,,SD,
2022,482,Flens kommun,BL,,C,,,S,,,,
2022,483,Katrineholms kommun,BL,M,,,,S,,,,
2022,484,Eskilstuna kommun,BL,M,,,,S,,,,
2022,486,Strängnäs kommun,BL,M,,,,S,,,,
2022,488,Trosa kommun,A,M,C,L,KD,,,,,
2022,509,Ödeshögs kommun,BL,M,C,,,S,,,,
2022,512,Ydre kommun,A,M,C,,,,,,,
2022,513,Kinda kommun,BL,M,,,KD,S,,,,
2022,560,Boxholms kommun,V,,,,,S,,,,
2022,561,Åtvidabergs kommun,BL,,C,L,,S,V,MP,,
2022,562,Finspångs kommun,BL,,C,L,,S,,,,
2022,563,Valdemarsviks kommun,B,M,,,KD,,,,SD,ÖP
2022,580,Linköpings kommun,BL,M,,,,S,,,,
2022,581,Norrköpings kommun,A,M,,L,KD,,,,,
2022,582,Söderköpings kommun,BL,M,,,KD,S,,,,
2022,583,Motala kommun,B,M,,,KD,,,,SD,
2022,584,Vadstena kommun,BL,M,,,,S,,,,
2022,586,Mjölby kommun,BL,,C,L,KD,S,,MP,,
2022,604,Aneby kommun,BL,,C,,KD,S,,,,
2022,617,Gnosjö kommun,A,M,C,,KD,,,,,
2022,642,Mullsjö kommun,BL,,C,L,KD,S,,,,
2022,643,Habo kommun,A,M,C,L,KD,,,,,
2022,662,Gislaveds kommun,BL,M,C,L,,S,,,,ÖP
2022,665,Vaggeryds kommun,BL,M,,,,S,,,,
2022,680,Jönköpings kommun,BL,,C,L,,S,,,,
2022,682,Nässjö kommun,BL,,C,,KD,S,V,,,
2022,683,Värnamo kommun,A,M,C,L,KD,,,,,
2022,684,Sävsjö kommun,BL,,C,,KD,S,,,,
2022,685,Vetlanda kommun,B,M,,,,,,,SD,ÖP
2022,686,Eksjö kommun,BL,M,,,,S,,,,
2022,687,Tranås kommun,B,M,,L,KD,,,,SD,
2022,760,Uppvidinge kommun,B,,C,,KD,,,,SD,ÖP
2022,761,Lessebo kommun,BL,,C,,,S,V,,,
2022,763,Tingsryds kommun,A,M,C,,KD,,,,,
2022,764,Alvesta kommun,BL,,C,,KD,S,,,,
2022,765,Älmhults kommun,BL,,C,,,S,,,,
2022,767,Markaryds kommun,A,M,C,,KD,,,,,
2022,780,Växjö kommun,V,,,,,S,V,MP,,
2022,781,Ljungby kommun,A,M,C,,KD,,,,,
2022,821,Högsby kommun,BL,,C,,,S,V,,,
2022,834,Torsås kommun,BL,M,C,,,S,V,,,
2022,840,Mörbylånga kommun,BL,,C,,,S,,,,
2022,860,Hultsfreds kommun,A,M,C,,KD,,,,,
2022,861,Mönsterås kommun,A,M,C,L,KD,,,,,
2022,862,Emmaboda kommun,A,M,C,,KD,,,,,
2022,880,Kalmar kommun,BL,,C,,,S,V,,,
2022,881,Nybro kommun,BL,,C,,,S,,,,
2022,882,Oskarshamns kommun,BL,M,,,,S,,,,
2022,883,Västerviks kommun,A,M,,L,KD,,,,,ÖP
2022,884,Vimmerby kommun,BL,,C,,,S,V,,,
2022,885,Borgholms kommun,BL,,C,,,S,V,,,
2022,980,Region Gotland (kommun),BL,M,,,,S,,,,
2022,1060,Olofströms kommun,BL,,C,,,S,,,,
2022,1080,Karlskrona kommun,B,M,,L,KD,,,,SD,
2022,1081,Ronneby kommun,B,M,,L,KD,,,,SD,
2022,1082,Karlshamns kommun,B,M,,,KD,,,,SD,
2022,1083,Sölvesborgs kommun,BL,M,C,,,S,,,,ÖP
2022,1214,Svalövs kommun,B,M,,,KD,,,,SD,
2022,1230,Staffanstorps kommun,B,M,,,,,,,SD,
2022,1231,Burlövs kommun,A,M,C,L,,,,,,
2022,1233,Vellinge kommun,A,M,,,,,,,,
2022,1256,Östra Göinge kommun,A,M,C,,KD,,,,,
2022,1257,Örkelljunga kommun,B,M,,,,,,,SD,
2022,1260,Bjuvs kommun,B,M,,,,,,,SD,
2022,1261,Kävlinge kommun,B,M,,,KD,,,,SD,
2022,1262,Lomma kommun,A,M,C,L,KD,,,,,
2022,1263,Svedala kommun,A,M,C,L,KD,,,,,ÖP
2022,1264,Skurups kommun,B,M,,,KD,,,,SD,
2022,1265,Sjöbo kommun,BL,M,C,L,,S,,,,
2022,1266,Hörby kommun,B,M,,,,,,,SD,
2022,1267,Höörs kommun,A,M,C,L,KD,,,,,
2022,1270,Tomelilla kommun,A,M,C,L,KD,,,,,
2022,1272,Bromölla kommun,V,,,,,S,V,,,
2022,1273,Osby kommun,A,M,C,,KD,,,,,
2022,1275,Perstorps kommun,BL,M,C,,KD,S,,,,ÖP
2022,1276,Klippans kommun,B,,,,KD,,,,SD,ÖP
2022,1277,Åstorps kommun,B,M,,,KD,,,,SD,
2022,1278,Båstads kommun,BL,M,,L,KD,S,,,,
2022,1280,Malmö stad,BL,,,L,,S,,MP,,
2022,1281,Lunds kommun,BL,M,,,KD,S,,,,
2022,1282,Landskrona stad,BL,M,,L,,,,MP,,
2022,1283,Helsingborgs stad,A,M,,L,KD,,,,,
2022,1284,Höganäs kommun,BL,M,C,,KD,,,MP,,
2022,1285,Eslövs kommun,BL,M,,L,,S,,,,
2022,1286,Ystads kommun,A,M,,L,KD,,,,,
2022,1287,Trelleborgs kommun,B,M,,L,KD,,,,SD,
2022,1290,Kristianstads kommun,B,M,,,KD,,,,SD,
2022,1291,Simrishamns kommun,A,M,C,L,KD,,,,,
2022,1292,Ängelholms kommun,A,M,C,L,KD,,,,,
2022,1293,Hässleholms kommun,B,M,,,KD,,,,SD,
2022,1315,Hylte kommun,BL,,,L,,S,V,,,ÖP
2022,1380,Halmstads kommun,BL,M,,,KD,S,,,,
2022,1381,Laholms kommun,A,M,C,L,KD,,,,,
2022,1382,Falkenbergs kommun,BL,,,L,KD,S,V,MP,,
2022,1383,Varbergs kommun,B,M,,L,KD,,,,SD,
2022,1384,Kungsbacka kommun,A,M,C,L,KD,,,,,
2022,1401,Härryda kommun,A,M,C,L,KD,,,,,ÖP
2022,1402,Partille kommun,A,M,,L,KD,,,,,
2022,1407,Öckerö kommun,A,M,,L,KD,,,,,
2022,1415,Stenungsunds kommun,BL,M,,,,S,,,,
2022,1419,Tjörns kommun,B,M,C,L,,,,,SD,ÖP
2022,1421,Orust kommun,BL,M,,L,,S,,,,
2022,1427,Sotenäs kommun,V,,,,,S,,,,
2022,1430,Munkedals kommun,B,M,,,KD,,,,SD,
2022,1435,Tanums kommun,A,M,C,L,KD,,,,,
2022,1438,Dals-Eds kommun,A,M,C,L,KD,,,,,
2022,1439,Färgelanda kommun,BL,M,,L,,S,,,,
2022,1440,Ale kommun,B,M,,,KD,,,,SD,ÖP
2022,1441,Lerums kommun,BL,M,,,,S,,,,
2022,1442,Vårgårda kommun,A,M,C,L,KD,,,,,
2022,1443,Bollebygds kommun,BL,M,,,,S,V,MP,,
2022,1444,Grästorps kommun,A,M,C,,,,,,,
2022,1445,Essunga kommun,BL,M,C,,KD,,,MP,,
2022,1446,Karlsborgs kommun,A,M,C,L,KD,,,,,
2022,1447,Gullspångs kommun,BL,M,,,KD,,V,,,ÖP
2022,1452,Tranemo kommun,BL,,C,L,,S,,,,
2022,1460,Bengtsfors kommun,A,M,C,L,KD,,,,,
2022,1461,Melleruds kommun,A,M,,,KD,,,,,ÖP
2022,1462,Lilla Edets kommun,BL,M,C,,,S,,,,
2022,1463,Marks kommun,BL,,C,,,S,,,,
2022,1465,Svenljunga kommun,B,M,,,KD,,,,SD,ÖP
2022,1466,Herrljunga kommun,BL,,C,L,,S,V,,,
2022,1470,Vara kommun,B,M,,L,KD,,,,SD,
2022,1471,Götene kommun,BL,M,C,L,KD,,,MP,,ÖP
2022,1472,Tibro kommun,BL,,C,L,,S,,,,
2022,1473,Töreboda kommun,A,M,,L,,,,,,
2022,1480,Göteborgs stad,V,,,,,S,V,MP,,
2022,1481,Mölndals stad,BL,M,,,,S,,,,
2022,1482,Kungälvs kommun,BL,M,,,,S,,MP,,
2022,1484,Lysekils kommun,V,,,,,S,,MP,,
2022,1485,Uddevalla kommun,B,M,,,KD,,,,SD,ÖP
2022,1486,Strömstads kommun,BL,M,,,KD,S,V,,,
2022,1487,Vänersborgs kommun,BL,,C,,KD,S,,MP,,
2022,1488,Trollhättans stad,A,M,C,,KD,,,,,
2022,1489,Alingsås kommun,A,M,C,L,,,,,,
2022,1490,Borås stad,BL,,C,L,,S,,MP,,
2022,1491,Ulricehamns kommun,A,M,C,L,KD,,,,,
2022,1492,Åmåls kommun,A,M,C,L,KD,,,,,
2022,1493,Mariestads kommun,A,M,C,,KD,,,,,
2022,1494,Lidköpings kommun,BL,M,,L,KD,,V,,,
2022,1495,Skara kommun,BL,,C,L,,S,,MP,,
2022,1496,Skövde kommun,BL,M,,,KD,S,,,,
2022,1497,Hjo kommun,A,M,C,L,KD,,,,,
2022,1498,Tidaholms kommun,B,M,,L,KD,,,,SD,ÖP
2022,1499,Falköpings kommun,BL,M,C,L,KD,,V,MP,,
2022,1715,Kils kommun,BL,,C,,,S,,MP,,
2022,1730,Eda kommun,BL,M,C,L,KD,,V,,,ÖP
2022,1737,Torsby kommun,V,,,,,S,,,,
2022,1760,Storfors kommun,V,,,,,S,,,,
2022,1761,Hammarö kommun,BL,,C,,,S,V,MP,,
2022,1762,Munkfors kommun,V,,,,,S,,,,
2022,1763,Forshaga kommun,BL,,C,,,S,,,,
2022,1764,Grums kommun,V,,,,,S,V,,,
2022,1765,Årjängs kommun,A,M,,L,KD,,,,,
2022,1766,Sunne kommun,A,M,,L,,,,,,ÖP
2022,1780,Karlstads kommun,BL,,C,,,S,,MP,,
2022,1781,Kristinehamns kommun,BL,,C,,,S,V,MP,,
2022,1782,Filipstads kommun,B,M,C,L,,,,,SD,
2022,1783,Hagfors kommun,Ö,,,,,,,,,ÖP
2022,1784,Arvika kommun,BL,,C,,,S,V,MP,,
2022,1785,Säffle kommun,BL,M,C,L,KD,,,MP,,
2022,1814,Lekebergs kommun,BL,M,,L,KD,,V,,,ÖP
2022,1860,Laxå kommun,BL,,C,,KD,,V,,,
2022,1861,Hallsbergs kommun,BL,,C,L,KD,S,,,,
2022,1862,Degerfors kommun,BL,M,,,,,V,MP,,
2022,1863,Hällefors kommun,V,,,,,S,,,,
2022,1864,Ljusnarsbergs kommun,V,,,,,S,V,,,
2022,1880,Örebro kommun,BL,M,C,,,S,,,,
2022,1881,Kumla kommun,BL,M,,,,S,,,,
2022,1882,Askersunds kommun,A,M,,L,KD,,,,,
2022,1883,Karlskoga kommun,A,M,C,L,KD,,,,,
2022,1884,Nora kommun,BL,M,,,KD,S,,,,
2022,1885,Lindesbergs kommun,B,M,,,,,,,SD,
2022,1904,Skinnskattebergs kommun,B,,C,,,,,,SD,
2022,1907,Surahammars kommun,BL,M,C,,KD,S,,,,
2022,1960,Kungsörs kommun,BL,,C,,,S,V,,,
2022,1961,Hallstahammars kommun,BL,,,L,,S,V,MP,,
2022,1962,Norbergs kommun,V,,,,,S,,,,ÖP
2022,1980,Västerås stad,BL,,C,,KD,S,V,,,
2022,1981,Sala kommun,BL,,C,,,S,V,MP,,
2022,1982,Fagersta kommun,BL,M,C,L,,S,,,,
2022,1983,Köpings kommun,BL,,C,,KD,S,V,,,
2022,1984,Arboga kommun,B,M,,L,KD,,,,SD,
2022,2021,Vansbro kommun,BL,M,,,,S,,,,
2022,2023,Malung-Sälens kommun,BL,M,,,,S,,,,
2022,2026,Gagnefs kommun,BL,M,C,,,S,,,,
2022,2029,Leksands kommun,BL,M,C,L,,S,,,,
2022,2031,Rättviks kommun,A,M,C,,KD,,,,,
2022,2034,Orsa kommun,BL,,C,,,S,,,,
2022,2039,Älvdalens kommun,BL,,C,,,S,,,,
2022,2061,Smedjebackens kommun,V,,,,,S,V,,,
2022,2062,Mora kommun,A,M,C,,KD,,,,,ÖP
2022,2080,Falu kommun,BL,M,,,,S,,,,
2022,2081,Borlänge kommun,BL,M,,,,S,,,,
2022,2082,Säters kommun,BL,,C,,KD,S,,,,
2022,2083,Hedemora kommun,BL,M,,,,S,,MP,,
2022,2084,Avesta kommun,BL,,C,,,S,,,,
2022,2085,Ludvika kommun,BL,M,,,KD,S,,,,
2022,2101,Ockelbo kommun,V,,,,,S,,,,
2022,2104,Hofors kommun,BL,,C,L,,S,,,,
2022,2121,Ovanåkers kommun,BL,,C,,,S,,,,
2022,2132,Nordanstigs kommun,BL,M,,L,,S,,,,
2022,2161,Ljusdals kommun,B,M,,L,KD,,,,SD,ÖP
2022,2180,Gävle kommun,BL,,C,L,KD,S,,MP,,
2022,2181,Sandvikens kommun,BL,,C,L,,S,,,,
2022,2182,Söderhamns kommun,A,M,C,L,KD,,,,,
2022,2183,Bollnäs kommun,BL,M,C,,,S,,,,
2022,2184,Hudiksvalls kommun,BL,M,,,,S,,MP,,
2022,2260,Ånge kommun,BL,M,C,,KD,S,,,,
2022,2262,Timrå kommun,BL,M,,,,S,,,,
2022,2280,Härnösands kommun,BL,,,,KD,S,V,MP,,
2022,2281,Sundsvalls kommun,BL,,C,,,S,V,,,
2022,2282,Kramfors kommun,V,,,,,S,V,,,
2022,2283,Sollefteå kommun,BL,,C,,,,V,,,ÖP
2022,2284,Örnsköldsviks kommun,A,M,C,,KD,,,,,
2022,2303,Ragunda kommun,A,M,C,,KD,,,,,ÖP
2022,2305,Bräcke kommun,BL,,C,,,S,,,,
2022,2309,Krokoms kommun,BL,M,,,KD,S,,,,
2022,2313,Strömsunds kommun,BL,,C,,,S,,,,
2022,2321,Åre kommun,V,,,,,S,V,,,ÖP
2022,2326,Bergs kommun,BL,,C,,,S,,,,
2022,2361,Härjedalens kommun,BL,M,C,,,S,,,,
2022,2380,Östersunds kommun,BL,,C,,,S,,,,
2022,2401,Nordmalings kommun,A,M,C,L,KD,,,,,
2022,2403,Bjurholms kommun,B,M,,L,KD,,,,SD,
2022,2404,Vindelns kommun,BL,,,,KD,S,,,,
2022,2409,Robertsfors kommun,V,,,,,S,V,,,
2022,2417,Norsjö kommun,V,,,,,S,V,,,
2022,2418,Malå kommun,V,,,,,,V,,,
2022,2421,Storumans kommun,BL,,C,,KD,S,,,,
2022,2422,Sorsele kommun,V,,,,,S,V,,,
2022,2425,Dorotea kommun,BL,,C,L,KD,S,V,,,
2022,2460,Vännäs kommun,BL,M,,,,S,V,,,
2022,2462,Vilhelmina kommun,V,,,,,S,,,,
2022,2463,Åsele kommun,V,,,,,S,,,,ÖP
2022,2480,Umeå kommun,V,,,,,S,,MP,,
2022,2481,Lycksele kommun,A,M,C,L,KD,,,,,
2022,2482,Skellefteå kommun,V,,,,,S,V,,,
2022,2505,Arvidsjaurs kommun,V,,,,,S,,,,
2022,2506,Arjeplogs kommun,BL,,,L,,S,,,,
2022,2510,Jokkmokks kommun,V,,,,,,V,MP,,ÖP
2022,2513,Överkalix kommun,V,,,,,S,,,,
2022,2514,Kalix kommun,BL,,C,,,S,,MP,,
2022,2518,Övertorneå kommun,BL,,C,,KD,,V,,,ÖP
2022,2521,Pajala kommun,BL,M,C,,KD,S,,,,ÖP
2022,2523,Gällivare kommun,V,,,,,S,,MP,,
2022,2560,Älvsbyns kommun,B,M,,L,KD,,,,SD,
2022,2580,Luleå kommun,V,,,,,S,V,MP,,
2022,2581,Piteå kommun,BL,,C,,,S,,,,
2022,2582,Bodens kommun,V,,,,,S,,,,ÖP
2022,2583,Haparanda stad,V,,,,,S,V,,,
2022,2584,Kiruna kommun,V,,,,,S,V,,,ÖP
